,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GCA_022081435,S,,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022081455,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022081475,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022081495,S,,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022081515,R,,R,R,R,R,I,I,R,S,R,S,,R,R,S,I
GCA_022081535,S,R,I,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022081555,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,I
GCA_022081575,R,R,R,R,R,R,I,I,S,S,R,S,,R,R,S,R
GCA_022081595,S,I,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022081615,S,R,I,R,R,R,R,S,I,S,R,S,,R,R,S,I
GCA_022081635,R,S,R,R,R,R,I,I,R,S,S,S,,R,R,S,S
GCA_022081655,R,,R,R,R,R,I,S,S,S,R,S,,R,R,S,S
GCA_022081675,R,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022081695,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022081715,S,R,R,R,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022081735,S,R,R,S,R,R,S,R,S,S,R,R,,R,R,R,I
GCA_022081755,S,R,R,S,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022081775,R,R,R,R,R,R,S,S,I,S,R,S,,R,R,S,R
GCA_022081795,R,I,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022081815,S,,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022081835,S,I,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022081855,S,,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022081875,S,,S,S,R,S,S,S,S,S,S,S,,R,S,S,S
GCA_022081895,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022081915,S,,R,R,R,R,I,I,R,S,S,S,,R,R,S,I
GCA_022081935,S,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,I
GCA_022081955,R,I,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022081975,S,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022081995,I,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022082015,S,I,I,S,R,S,S,R,R,S,S,S,,R,R,S,S
GCA_022082035,S,,R,S,R,S,S,R,S,S,S,S,,R,R,R,S
GCA_022082055,R,,R,S,R,R,I,R,S,S,S,S,,R,R,S,S
GCA_022082075,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022082095,S,R,I,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022082115,S,,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022082135,S,,S,S,R,S,S,S,R,S,S,S,,R,R,S,R
GCA_022082155,S,I,R,S,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022082175,S,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022082195,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022082215,I,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022082235,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022082255,S,,R,S,I,S,S,R,S,S,S,R,,R,R,R,R
GCA_022082275,S,I,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022082295,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022082315,S,R,I,R,R,R,R,I,S,R,R,S,,R,R,S,S
GCA_022082335,S,,R,R,R,S,R,I,S,S,S,S,,R,R,S,S
GCA_022082355,I,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022082375,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022082395,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022082415,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022082435,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022082455,S,,R,R,R,R,I,S,S,S,R,S,,R,R,S,S
GCA_022082475,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022082495,S,R,R,S,R,S,S,S,S,S,S,S,,R,R,S,S
GCA_022082515,S,,R,R,R,S,R,R,R,S,S,S,,R,R,S,S
GCA_022082535,S,,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022082555,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022082575,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022082585,S,,I,R,R,R,S,S,S,S,S,S,,R,R,S,S
GCA_022082615,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022082635,R,,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022082655,R,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022082675,R,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022082715,S,,I,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022082815,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022082835,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022082845,S,S,R,S,R,S,S,S,S,S,S,S,,R,I,S,S
GCA_022082875,S,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022082895,R,I,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022082915,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022082935,S,R,I,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022082955,S,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022082975,I,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022082995,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022083015,S,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022083035,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022083055,I,,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022083075,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022083095,S,,R,S,R,R,S,I,I,S,R,S,,R,R,S,R
GCA_022083115,S,,R,R,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022083135,R,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022083155,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022083175,S,,R,R,R,R,R,S,S,R,R,S,,R,R,S,S
GCA_022083195,S,,R,S,I,S,S,R,I,S,S,S,,R,R,S,S
GCA_022083215,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022083235,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,S
GCA_022083255,S,R,R,R,R,R,R,R,I,R,R,R,,R,R,R,R
GCA_022083275,S,R,I,R,R,R,R,I,S,R,R,S,,R,R,S,S
GCA_022083295,S,R,R,S,R,R,S,I,R,S,R,S,,R,R,S,I
GCA_022083315,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,S
GCA_022083355,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022083375,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022083395,R,I,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022083415,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022083435,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022083455,S,,R,S,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022083475,S,,I,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022083495,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,I,R
GCA_022083515,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022083555,S,R,R,R,R,R,I,I,S,S,R,S,,R,R,S,S
GCA_022083575,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022083595,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022083615,S,R,R,R,R,R,R,R,R,I,R,R,,R,R,R,R
GCA_022083635,R,R,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022083655,S,R,R,R,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022083675,R,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022083695,S,,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022083715,S,I,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022083755,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022083775,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,I
GCA_022083795,S,I,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022083815,R,R,R,R,R,R,I,R,I,S,R,R,,R,R,R,R
GCA_022083855,S,,R,S,S,S,S,R,S,S,S,S,,R,S,S,S
GCA_022083875,S,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022083895,R,S,R,S,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022083915,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022083935,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022083955,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022083975,S,,R,R,R,S,S,R,I,S,S,S,,R,R,S,S
GCA_022083995,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,I
GCA_022084015,I,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022084035,R,R,R,R,R,R,R,R,I,S,R,R,,R,R,R,R
GCA_022084055,S,R,R,R,R,R,I,R,R,S,R,S,,R,R,R,I
GCA_022084075,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084095,S,S,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022084115,S,R,R,R,I,R,S,I,R,S,R,R,,R,R,R,R
GCA_022084135,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022084155,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022084175,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084195,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022084215,R,,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022084235,S,R,R,S,I,R,I,S,R,S,R,S,,R,R,S,S
GCA_022084255,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022084275,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022084295,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022084315,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022084335,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022084355,R,I,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084375,R,R,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022084395,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084415,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022084435,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022084455,S,,R,S,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022084475,R,,R,R,R,R,R,R,R,R,R,R,,R,R,R,R
GCA_022084495,S,I,R,R,R,R,I,R,I,S,R,S,,R,R,S,R
GCA_022084505,R,R,R,R,R,R,R,R,I,S,R,R,,R,R,R,R
GCA_022084535,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022084545,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022084595,R,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022084615,S,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022084635,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022084675,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022084695,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084715,R,R,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022084735,S,,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022084775,R,R,R,S,R,R,R,R,S,R,R,S,,R,R,S,S
GCA_022084795,R,I,R,R,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022084815,S,R,I,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022084835,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,R
GCA_022084855,S,R,R,S,R,R,R,R,I,S,R,R,,R,R,R,R
GCA_022084875,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022084895,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022084915,S,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,I
GCA_022084935,S,R,I,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022084955,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022084975,R,,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022085015,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022085055,R,,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022085075,R,I,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022085095,R,S,R,R,R,I,R,I,R,S,S,S,,R,R,S,S
GCA_022085115,R,,R,R,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022085135,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022085155,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022085175,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022085195,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022085215,R,S,R,R,R,I,R,S,R,S,S,S,,R,R,S,S
GCA_022085235,R,R,R,R,R,R,R,R,R,S,S,S,,R,R,S,R
GCA_022085255,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022085275,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022085295,S,,R,S,I,S,S,R,S,S,S,S,,R,R,R,S
GCA_022085315,S,I,R,R,R,R,I,S,R,S,S,S,,R,R,S,S
GCA_022085335,R,I,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022085355,S,R,I,R,R,R,R,S,S,R,R,S,,R,R,S,I
GCA_022085375,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022085395,R,R,R,S,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022085415,R,I,R,R,R,R,S,S,R,S,S,S,,R,R,S,S
GCA_022085505,S,I,R,S,I,S,I,S,R,S,S,S,,R,R,S,S
GCA_022085525,I,,S,S,R,I,I,S,S,S,S,S,,R,I,S,S
GCA_022085545,S,R,R,S,I,S,S,R,S,S,S,S,,R,S,S,S
GCA_022085565,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022085585,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022085605,S,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022085625,R,R,R,S,R,R,S,I,R,S,R,S,,R,R,S,R
GCA_022085645,S,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022085665,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022085685,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022085705,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022085725,R,R,R,R,R,R,R,R,S,R,R,S,,R,R,S,I
GCA_022085745,S,R,R,R,R,R,R,R,R,I,R,R,,R,R,R,R
GCA_022085765,S,R,I,S,R,R,R,S,S,S,R,S,,R,R,S,I
GCA_022085785,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022085805,R,S,R,R,R,S,R,S,S,S,S,S,,R,R,S,S
GCA_022085825,S,R,I,R,R,R,R,S,S,S,R,S,,R,R,S,S
GCA_022085845,R,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022085865,S,,R,R,R,R,R,R,R,I,R,S,,R,R,S,S
GCA_022085885,I,R,R,R,R,R,S,S,R,S,R,S,,R,R,S,S
GCA_022085925,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022085945,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022085965,S,I,I,R,R,S,S,S,R,S,S,S,,R,R,S,S
GCA_022085985,R,,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022086005,S,R,R,R,R,R,R,R,S,I,R,I,,R,R,S,R
GCA_022086045,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022086065,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022086085,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022086105,R,R,R,R,R,R,S,S,R,S,R,S,,R,R,S,S
GCA_022086125,S,R,R,S,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022086145,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022086165,R,,R,R,R,R,R,I,S,S,S,S,,R,R,S,S
GCA_022086185,R,,R,R,R,R,R,R,R,S,R,I,,R,R,S,R
GCA_022086205,S,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,I
GCA_022086225,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022086245,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022086265,S,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022086285,S,,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022086305,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022086325,S,,R,S,R,R,R,R,I,S,R,S,,R,R,S,R
GCA_022086345,R,I,R,R,S,S,I,S,R,S,S,S,,R,R,S,S
GCA_022086365,S,R,I,S,R,S,S,S,S,S,S,S,,R,R,S,S
GCA_022086385,R,I,R,R,S,S,I,S,R,S,S,S,,R,R,S,S
GCA_022086405,S,,R,R,R,S,R,I,R,S,S,S,,R,R,S,S
GCA_022086425,S,,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022086445,S,,R,S,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022086505,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022086525,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022086565,R,,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022086585,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022086615,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022086635,S,R,I,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022086655,R,I,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022086675,S,R,R,R,R,R,I,S,R,S,R,S,,R,R,S,R
GCA_022086695,R,,R,R,I,R,I,R,R,S,R,S,,R,R,S,I
GCA_022086715,S,R,I,S,R,S,S,S,S,S,S,S,,R,R,S,S
GCA_022086735,S,R,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022086755,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,S
GCA_022086775,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022086795,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022086815,S,,R,S,I,S,S,R,S,S,S,S,,R,R,R,S
GCA_022086835,R,,R,R,R,R,R,R,I,S,R,S,,R,R,S,S
GCA_022086855,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022086875,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022086905,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022086925,S,R,I,R,I,S,S,S,R,S,S,S,,R,R,S,S
GCA_022086935,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022086965,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022086985,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022087005,S,,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022087025,R,R,R,R,S,S,S,S,R,S,S,S,,R,R,S,S
GCA_022087045,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022087065,S,,R,R,R,S,S,R,R,S,S,S,,R,S,S,S
GCA_022087085,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022087105,R,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022087145,R,R,R,R,R,R,R,R,I,S,R,S,,R,R,S,R
GCA_022087165,S,,R,S,S,S,S,I,R,S,S,S,,R,R,S,R
GCA_022087205,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087225,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R
GCA_022087245,S,R,R,R,R,R,I,S,R,S,R,S,,R,R,S,I
GCA_022087265,S,I,R,R,R,R,I,I,R,S,R,S,,R,R,S,S
GCA_022087285,S,,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022087305,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022087325,R,,R,R,R,R,I,I,R,S,S,S,,R,R,S,S
GCA_022087345,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022087365,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087405,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087485,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022087525,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022087585,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,S,R
GCA_022087605,R,,R,R,R,R,I,R,R,S,I,R,,R,R,,R
GCA_022087625,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022087645,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,R
GCA_022087665,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087685,S,,R,R,R,R,I,S,R,S,S,S,,R,R,S,S
GCA_022087705,R,,R,R,R,R,R,R,R,R,R,R,,R,R,R,R
GCA_022087745,S,,R,R,R,R,I,S,R,S,S,S,,R,R,S,S
GCA_022087765,S,R,R,S,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022087785,S,,R,R,R,R,I,I,R,S,S,S,,R,R,S,S
GCA_022087805,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022087825,S,R,R,S,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022087845,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022087865,S,,R,S,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022087885,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087905,S,R,R,R,R,R,I,R,R,S,R,I,,R,R,S,R
GCA_022087925,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022087945,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022087965,S,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022087985,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022088025,S,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022088045,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022088065,S,R,R,R,R,R,S,R,R,S,R,,,R,R,R,R
GCA_022088085,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022088105,S,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022088125,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022088145,R,R,R,S,R,R,R,R,S,S,R,S,,R,R,S,R
GCA_022088165,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022088185,R,I,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022088205,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022088225,S,,R,S,R,S,S,R,S,S,S,S,,R,R,S,S
GCA_022088245,S,,R,S,R,S,S,R,S,S,S,S,,R,R,S,S
GCA_022088265,S,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022088285,R,R,R,S,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022088305,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022088325,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022088345,R,R,R,R,R,R,S,R,I,S,R,R,,R,R,S,R
GCA_022088365,R,,I,S,R,I,I,S,S,S,S,S,,R,R,S,S
GCA_022088385,I,,R,R,R,R,R,R,I,R,R,R,,R,R,I,R
GCA_022088405,I,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022088425,I,R,R,R,R,R,R,R,S,R,R,R,,R,R,I,R
GCA_022088445,S,R,R,S,R,R,S,I,R,S,R,S,,R,R,S,R
GCA_022088465,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022088485,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022088505,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022088585,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022088605,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022088625,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022088645,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022088665,S,,R,R,R,R,R,R,S,R,R,S,,R,R,R,R
GCA_022088685,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022088705,R,,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022088725,R,R,R,S,R,R,I,R,S,S,R,R,,R,R,S,R
GCA_022088745,I,,R,R,R,R,R,R,S,R,R,S,,R,R,R,R
GCA_022088765,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022088785,R,,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022088805,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022088825,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022088845,S,,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022088865,R,R,R,R,R,R,R,R,R,S,R,R,,R,R,I,R
GCA_022088885,R,,R,R,R,R,R,R,R,S,R,I,,R,R,S,R
GCA_022088905,R,R,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022088925,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022088945,R,R,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022088965,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022088985,S,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022089005,S,,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022089025,S,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
